Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Jonas KAUFMANN-LUDWIG POSITION,Jonas KAUFMANN-LUDWIG LAP TIME,Jonas KAUFMANN-LUDWIG ELAPSED TIME,Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME
2,7.15,7.15,3,7.28,7.28,4,7.61,7.61,1,6.84,6.84
2,9.25,16.40,3,9.33,16.61,4,9.59,17.20,1,9.03,15.87
2,8.71,25.11,3,8.74,25.35,4,9.10,26.30,1,8.72,24.59
2,8.98,34.09,3,8.94,34.29,4,9.31,35.61,1,8.74,33.33
2,9.36,43.442,3,9.42,43.707,4,9.62,45.221,1,8.98,42.310
