HAN Yu Tong POSITION,HAN Yu Tong LAP TIME,HAN Yu Tong ELAPSED TIME,VALCEPINA Arianna POSITION,VALCEPINA Arianna LAP TIME,VALCEPINA Arianna ELAPSED TIME,Sarah CHEN POSITION,Sarah CHEN LAP TIME,Sarah CHEN ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME
1,7.37,7.37,2,7.50,7.50,3,7.66,7.66,4,7.84,7.84
1,9.81,17.18,2,9.78,17.28,3,9.69,17.35,4,9.62,17.46
2,9.88,27.06,1,9.57,26.85,4,9.79,27.14,3,9.62,27.08
3,9.82,36.88,1,9.54,36.39,4,9.94,37.08,2,9.75,36.83
2,9.50,46.377,1,9.84,46.229,4,9.61,46.688,3,9.84,46.670
