CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,Marie-Eve DROLET POSITION,Marie-Eve DROLET LAP TIME,Marie-Eve DROLET ELAPSED TIME,VALCEPINA Arianna POSITION,VALCEPINA Arianna LAP TIME,VALCEPINA Arianna ELAPSED TIME
1,7.21,7.21,3,7.55,7.55,2,7.32,7.32,3,7.55,7.55,5,7.74,7.74
1,9.14,16.35,3,9.26,16.81,2,9.19,16.51,4,9.30,16.85,5,9.28,17.02
1,8.68,25.03,3,8.81,25.62,2,8.67,25.18,4,8.87,25.72,5,8.85,25.87
1,8.80,33.83,5,9.52,35.14,2,8.73,33.91,4,9.30,35.02,3,9.03,34.90
1,8.98,42.81,5,10.39,45.509,2,9.00,42.91,4,,44.405,3,,44.369
