Lachlan HAY POSITION,Lachlan HAY LAP TIME,Lachlan HAY ELAPSED TIME,Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME
4,13.42,13.42,3,13.36,13.36,1,13.05,13.05,2,13.32,13.32
4,10.15,23.57,3,10.03,23.40,1,10.23,23.29,2,10.06,23.38
4,9.92,33.50,3,9.83,33.23,1,9.66,32.96,2,9.85,33.23
4,9.58,43.08,2,9.58,42.81,1,9.66,42.62,3,9.63,42.86
4,9.31,52.39,3,9.37,52.19,1,9.11,51.74,2,9.25,52.12
4,9.44,1:01.84,3,9.26,1:01.45,1,9.46,1:01.20,2,9.14,1:01.27
4,9.18,1:11.03,3,9.01,1:10.47,2,9.13,1:10.33,1,8.95,1:10.22
4,9.22,1:20.25,2,9.06,1:19.53,3,9.41,1:19.75,1,9.10,1:19.32
4,9.32,1:29.568,2,9.41,1:28.931,3,9.78,1:29.521,1,9.49,1:28.803
