WEI Jiguang POSITION,WEI Jiguang LAP TIME,WEI Jiguang ELAPSED TIME,BEAN Nicholas POSITION,BEAN Nicholas LAP TIME,BEAN Nicholas ELAPSED TIME,Ian UPCOTT POSITION,Ian UPCOTT LAP TIME,Ian UPCOTT ELAPSED TIME,Claudio RINALDI POSITION,Claudio RINALDI LAP TIME,Claudio RINALDI ELAPSED TIME
0,14.913,14.913,0,14.650,14.650,0,14.610,14.610,0,14.799,14.799
0,11.299,26.212,0,11.547,26.198,0,11.540,26.149,0,11.349,26.148
0,10.814,37.026,0,10.589,36.787,0,10.717,36.867,0,11.143,37.291
0,9.373,46.399,0,9.444,46.231,0,9.581,46.448,0,9.367,46.658
0,9.284,55.683,0,9.235,55.466,0,9.313,55.761,0,8.998,55.656
0,9.425,1:05.108,0,9.386,1:04.852,0,9.418,1:05.179,0,9.618,1:05.274
0,9.407,1:14.515,0,9.444,1:14.295,0,9.379,1:14.558,0,9.467,1:14.741
0,9.018,1:23.533,0,9.344,1:23.639,0,9.495,1:24.053,0,9.372,1:24.113
0,,,0,,,0,,,0,,
