HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,HANDEI Oleh POSITION,HANDEI Oleh LAP TIME,HANDEI Oleh ELAPSED TIME,Csaba BURJAN POSITION,Csaba BURJAN LAP TIME,Csaba BURJAN ELAPSED TIME,YOSHINAGA Kazuki POSITION,YOSHINAGA Kazuki LAP TIME,YOSHINAGA Kazuki ELAPSED TIME
1,14.23,14.23,4,14.50,14.50,2,14.29,14.29,5,14.62,14.62,3,14.40,14.40
1,11.09,25.32,3,11.02,25.52,2,11.08,25.37,5,11.18,25.80,4,11.25,25.65
1,10.83,36.15,3,10.79,36.31,2,10.84,36.21,5,10.72,36.52,4,10.75,36.40
1,10.22,46.37,4,10.21,46.52,2,10.25,46.46,5,10.22,46.74,2,10.06,46.46
1,9.48,55.85,4,9.59,56.11,3,9.54,56.00,5,9.46,56.20,2,9.49,55.95
1,9.22,1:05.07,4,9.23,1:05.34,2,9.18,1:05.18,5,9.27,1:05.47,3,9.30,1:05.25
1,9.17,1:14.24,4,9.08,1:14.42,2,9.13,1:14.31,5,9.12,1:14.59,3,9.15,1:14.40
1,9.21,1:23.45,2,9.07,1:23.49,3,9.22,1:23.53,4,9.12,1:23.71,5,9.38,1:23.78
2,9.24,1:32.69,1,9.10,1:32.59,5,20.97,1:44.50,3,9.40,1:33.11,4,9.59,1:33.37
