Rozsa DARAZS POSITION,Rozsa DARAZS LAP TIME,Rozsa DARAZS ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,Erika HUSZAR POSITION,Erika HUSZAR LAP TIME,Erika HUSZAR ELAPSED TIME,Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME
2,12.97,12.97,3,13.13,13.13,1,12.92,12.92,4,13.22,13.22
1,10.17,23.14,3,10.20,23.33,2,10.39,23.31,4,10.20,23.43
2,9.84,32.99,4,12.30,35.64,1,9.56,32.87,3,9.63,33.06
2,10.02,43.01,4,7.54,43.18,1,9.98,42.86,3,10.04,43.10
2,10.07,53.09,4,10.20,53.39,3,10.34,53.20,1,9.96,53.07
2,10.14,1:03.23,4,10.05,1:03.45,3,10.18,1:03.38,1,10.03,1:03.10
2,9.66,1:12.89,3,10.09,1:13.55,4,10.57,1:13.96,1,9.48,1:12.59
2,9.94,1:22.83,3,10.05,1:23.60,4,11.63,1:25.60,1,9.97,1:22.56
2,10.40,1:33.221,3,10.73,1:34.323,4,12.75,1:38.345,1,10.51,1:33.067
