KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME
1,6.88,6.88,2,6.99,6.99,3,7.19,7.19,4,7.30,7.30
1,9.16,16.04,2,9.13,16.12,3,9.07,16.26,4,9.05,16.35
1,8.75,24.79,2,8.72,24.84,3,8.68,24.94,4,8.69,25.04
1,8.64,33.43,2,8.65,33.49,3,8.62,33.56,4,8.62,33.66
1,8.86,42.284,2,8.88,42.362,3,8.83,42.388,4,8.85,42.501
