Hazim SHAHRUM POSITION,Hazim SHAHRUM LAP TIME,Hazim SHAHRUM ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,Nicolas LABORDE POSITION,Nicolas LABORDE LAP TIME,Nicolas LABORDE ELAPSED TIME,Roberts ZVEJNIEKS POSITION,Roberts ZVEJNIEKS LAP TIME,Roberts ZVEJNIEKS ELAPSED TIME,HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME
5,13.32,13.32,4,13.14,13.14,3,12.98,12.98,1,12.80,12.80,2,12.89,12.89
5,9.77,23.09,4,9.61,22.75,3,9.67,22.65,1,9.59,22.39,2,9.68,22.57
5,9.63,32.72,4,9.63,32.38,3,9.63,32.28,1,9.57,31.96,2,9.61,32.18
5,9.79,42.51,4,9.29,41.67,3,9.30,41.58,1,9.30,41.26,2,9.30,41.48
5,10.21,52.72,4,9.15,50.82,3,9.12,50.70,1,9.19,50.45,2,9.08,50.56
5,10.46,1:03.18,4,9.15,59.97,3,9.16,59.86,1,9.18,59.63,2,9.19,59.75
5,11.85,1:15.03,3,9.12,1:09.09,4,9.28,1:09.14,2,9.30,1:08.93,1,8.92,1:08.67
5,11.35,1:26.38,3,9.42,1:18.51,4,9.53,1:18.67,2,9.50,1:18.43,1,9.04,1:17.71
5,11.68,1:38.079,2,9.77,1:28.28,4,9.96,1:28.633,3,10.03,1:28.46,1,9.60,1:27.31
