Maaike VOS POSITION,Maaike VOS LAP TIME,Maaike VOS ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME
2,7.25,7.25,1,7.25,7.25,3,7.41,7.41
3,9.99,17.24,1,9.61,16.86,2,9.61,17.02
3,9.14,26.39,1,9.28,26.14,2,9.15,26.17
3,9.68,36.08,1,9.64,35.78,2,9.69,35.87
3,10.15,46.224,1,9.85,45.621,2,9.79,45.658
