Csaba BURJAN POSITION,Csaba BURJAN LAP TIME,Csaba BURJAN ELAPSED TIME,Murray COCHRANE POSITION,Murray COCHRANE LAP TIME,Murray COCHRANE ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,SCHUBERT Christoph POSITION,SCHUBERT Christoph LAP TIME,SCHUBERT Christoph ELAPSED TIME
2,12.67,12.67,3,12.78,12.78,1,12.43,12.43,4,12.97,12.97
2,9.42,22.09,3,9.40,22.18,1,9.55,21.98,4,9.33,22.30
2,9.41,31.50,4,9.70,31.88,1,9.43,31.41,3,9.43,31.73
2,9.52,41.02,4,9.67,41.55,1,9.51,40.92,3,9.43,41.16
2,9.55,50.57,4,9.33,50.88,1,9.58,50.50,3,9.55,50.71
2,9.64,1:00.21,3,9.43,1:00.31,1,9.64,1:00.14,4,9.69,1:00.40
1,9.58,1:09.79,3,9.66,1:09.97,2,9.81,1:09.95,4,9.92,1:10.32
1,9.66,1:19.45,4,10.16,1:20.13,2,10.06,1:20.01,3,9.74,1:20.06
1,10.34,1:29.781,2,10.60,1:30.724,3,11.08,1:31.090,4,36.12,1:56.172
