GOEMINNE Gert-Jan POSITION,GOEMINNE Gert-Jan LAP TIME,GOEMINNE Gert-Jan ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,GEORGIEV Dimitar POSITION,GEORGIEV Dimitar LAP TIME,GEORGIEV Dimitar ELAPSED TIME
3,15.19,15.19,1,15.00,15.00,4,15.28,15.28,2,15.09,15.09
1,11.39,26.58,2,11.69,26.69,4,11.66,26.94,3,11.69,26.78
1,10.95,37.53,2,10.94,37.63,4,10.92,37.86,3,10.93,37.71
2,10.07,47.60,1,9.95,47.58,4,10.08,47.94,3,10.08,47.79
1,9.72,57.32,2,9.80,57.38,4,9.67,57.61,3,9.66,57.45
2,9.52,1:06.84,1,9.45,1:06.83,4,9.52,1:07.13,3,9.55,1:07.00
2,9.33,1:16.17,1,9.07,1:15.90,4,9.28,1:16.41,3,9.31,1:16.31
2,9.17,1:25.34,1,8.90,1:24.80,3,9.06,1:25.47,4,9.26,1:25.57
3,9.32,1:34.648,1,9.22,1:34.007,2,9.15,1:34.601,4,9.52,1:35.084
