Ian UPCOTT POSITION,Ian UPCOTT LAP TIME,Ian UPCOTT ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,LEE Han-Bin POSITION,LEE Han-Bin LAP TIME,LEE Han-Bin ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME
1,6.877,6.877,2,7.135,7.135,3,7.200,7.200,4,7.386,7.386
1,9.313,16.190,2,9.139,16.274,3,9.398,16.599,4,9.256,16.642
1,8.926,25.116,2,8.883,25.157,3,8.710,25.308,4,8.830,25.472
1,8.912,34.028,3,9.220,34.377,2,8.735,34.043,4,8.961,34.433
3,17.486,51.514,4,22.265,56.642,1,8.925,42.968,2,13.071,47.504
