TRAN Aaron POSITION,TRAN Aaron LAP TIME,TRAN Aaron ELAPSED TIME,Paul BEAUCHAMP POSITION,Paul BEAUCHAMP LAP TIME,Paul BEAUCHAMP ELAPSED TIME,Aydin DJEMAL POSITION,Aydin DJEMAL LAP TIME,Aydin DJEMAL ELAPSED TIME,Zachary BIGGS POSITION,Zachary BIGGS LAP TIME,Zachary BIGGS ELAPSED TIME
1,6.76,6.76,2,6.97,6.97,3,7.14,7.14,4,7.27,7.27
1,8.92,15.68,2,8.96,15.93,3,9.01,16.15,4,9.07,16.34
1,8.58,24.26,2,8.50,24.43,3,8.71,24.86,4,8.72,25.06
1,8.68,32.94,2,8.63,33.06,3,8.79,33.65,4,8.77,33.83
1,8.83,41.77,2,8.78,41.84,3,9.05,42.674,4,9.05,42.861
