HONG Kyung Hwan POSITION,HONG Kyung Hwan LAP TIME,HONG Kyung Hwan ELAPSED TIME,GALIAKHMETOV Adil POSITION,GALIAKHMETOV Adil LAP TIME,GALIAKHMETOV Adil ELAPSED TIME,Cyprien VACHERON POSITION,Cyprien VACHERON LAP TIME,Cyprien VACHERON ELAPSED TIME,Andras SZIKLASI POSITION,Andras SZIKLASI LAP TIME,Andras SZIKLASI ELAPSED TIME,KRUZBERGS Roberts POSITION,KRUZBERGS Roberts LAP TIME,KRUZBERGS Roberts ELAPSED TIME
1,12.79,12.79,5,13.12,13.12,3,12.93,12.93,4,13.02,,2,12.92,12.92
1,9.47,22.26,5,9.47,22.59,3,9.55,22.48,4,9.52,,2,9.44,22.36
1,9.28,31.54,5,9.37,31.96,3,9.29,31.77,4,9.31,,2,9.28,31.64
1,9.14,40.68,3,9.04,41.00,5,9.45,41.22,4,9.21,,2,9.15,40.79
1,9.15,49.83,3,9.03,50.03,5,9.14,50.36,4,9.11,,2,9.16,49.95
1,9.09,58.92,3,9.14,59.17,5,9.12,59.48,4,9.07,,2,9.10,59.05
1,9.19,1:08.11,3,9.14,1:08.31,5,9.10,1:08.58,4,9.17,,2,9.17,1:08.22
1,9.29,1:17.40,2,9.22,1:17.53,5,9.39,1:17.97,4,9.29,,2,9.31,1:17.53
1,9.76,1:27.16,2,9.68,1:27.21,4,9.70,1:27.67,3,9.63,,4,12.09,1:29.595
