START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,season,competition,event,gender,round,race
1,12.240,12.240,3,12.440,12.440,2,12.350,12.350,4,13.000,13.000,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",3000mRelay,w,Heats,2
1,9.440,21.690,3,9.440,21.880,2,9.460,21.820,4,9.560,22.570,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",3000mRelay,w,Heats,2
1,9.260,30.950,2,9.130,31.020,3,10.210,32.030,4,9.690,32.260,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",3000mRelay,w,Heats,2
2,9.690,40.650,1,9.080,40.100,3,9.360,41.400,4,9.480,41.750,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",3000mRelay,w,Heats,2
1,9.320,49.970,2,11.200,51.310,4,10.500,51.910,3,9.790,51.540,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",3000mRelay,w,Heats,2
1,9.640,59.620,2,9.530,1:00.840,4,9.760,1:01.670,3,9.750,1:01.290,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",3000mRelay,w,Heats,2
1,8.960,1:08.580,2,9.710,1:10.560,4,9.460,1:11.130,3,9.500,1:10.790,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",3000mRelay,w,Heats,2
1,9.730,1:18.320,2,9.140,1:19.700,4,9.960,1:21.090,3,9.550,1:20.340,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",3000mRelay,w,Heats,2
1,9.670,1:27.990,2,9.480,1:29.180,4,9.180,1:30.280,3,9.680,1:30.030,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",3000mRelay,w,Heats,2
1,9.800,1:37.790,2,9.980,1:39.170,4,10.060,1:40.350,3,9.600,1:39.630,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",3000mRelay,w,Heats,2
1,9.640,1:47.440,2,9.570,1:48.740,3,9.280,1:49.630,4,10.080,1:49.720,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",3000mRelay,w,Heats,2
1,9.200,1:56.640,2,9.420,1:58.170,3,9.320,1:58.950,4,9.620,1:59.340,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",3000mRelay,w,Heats,2
1,9.480,2:06.120,2,9.580,2:07.750,4,10.500,2:09.460,3,9.740,2:09.080,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",3000mRelay,w,Heats,2
1,9.220,2:15.350,2,9.420,2:17.180,3,8.590,2:18.060,4,9.560,2:18.650,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",3000mRelay,w,Heats,2
1,9.490,2:24.850,2,9.700,2:26.880,3,9.730,2:27.790,4,9.700,2:28.350,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",3000mRelay,w,Heats,2
1,9.900,2:34.750,2,9.740,2:36.620,3,9.840,2:37.630,4,9.760,2:38.110,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",3000mRelay,w,Heats,2
1,9.580,2:44.330,2,9.950,2:46.570,3,9.620,2:47.250,4,9.900,2:48.020,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",3000mRelay,w,Heats,2
1,9.830,2:54.160,2,9.550,2:56.120,3,9.380,2:56.640,4,10.110,2:58.130,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",3000mRelay,w,Heats,2
1,9.410,3:03.580,2,9.870,3:06.000,3,9.600,3:06.250,4,9.980,3:08.120,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",3000mRelay,w,Heats,2
1,9.420,3:13.000,2,9.530,3:15.530,3,9.740,3:15.990,4,9.870,3:17.990,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",3000mRelay,w,Heats,2
1,9.690,3:22.700,2,9.570,3:25.110,3,9.470,3:25.470,4,9.680,3:27.680,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",3000mRelay,w,Heats,2
1,9.150,3:31.850,2,9.500,3:34.620,3,9.390,3:34.870,4,9.920,3:37.600,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",3000mRelay,w,Heats,2
2,10.040,3:41.890,3,10.180,3:44.800,1,5.410,3:40.290,4,9.910,3:47.520,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",3000mRelay,w,Heats,2
1,11.060,3:52.960,2,8.950,3:53.760,3,14.350,3:54.640,4,10.060,3:57.590,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",3000mRelay,w,Heats,2
1,8.490,4:01.450,3,10.430,4:04.190,2,9.360,4:04.010,4,10.150,4:07.750,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",3000mRelay,w,Heats,2
1,9.090,4:10.540,3,9.620,4:13.810,2,9.660,4:13.670,4,9.860,4:17.610,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",3000mRelay,w,Heats,2
1,10.120,4:20.660,3,9.740,4:23.560,2,9.410,4:23.080,4,10.040,4:27.660,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",3000mRelay,w,Heats,2
