WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Emil KARNEEV POSITION,Emil KARNEEV LAP TIME,Emil KARNEEV ELAPSED TIME,Alexandre ST JEAN POSITION,Alexandre ST JEAN LAP TIME,Alexandre ST JEAN ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME
1,12.88,12.88,3,13.14,13.14,2,13.00,13.00,4,13.32,13.32
1,9.86,22.74,3,9.86,23.00,2,9.87,22.87,4,9.79,23.11
1,9.96,32.70,3,9.91,32.91,2,9.93,32.80,4,9.91,33.02
1,9.55,42.25,3,9.44,42.35,2,9.54,42.34,4,9.43,42.45
1,9.15,51.40,4,31.34,1:13.69,3,10.24,52.58,2,9.04,51.49
1,9.26,1:00.66,4,17.06,1:30.75,3,9.92,1:02.50,2,9.27,1:00.76
1,9.55,1:10.21,4,12.12,1:42.87,3,9.34,1:11.84,2,9.53,1:10.29
1,9.46,1:19.67,4,11.16,1:54.03,3,9.44,1:21.28,2,9.46,1:19.75
1,9.54,1:29.204,0,,PEN,3,10.13,1:31.410,2,9.69,1:29.440
