EYBOG Daniil POSITION,EYBOG Daniil LAP TIME,EYBOG Daniil ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,KIKUCHI Kota POSITION,KIKUCHI Kota LAP TIME,KIKUCHI Kota ELAPSED TIME,Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME
4,13.82,13.82,3,13.67,,5,13.97,13.97,2,13.57,13.57,1,13.41,13.41
3,10.92,24.74,4,11.08,,5,10.99,24.96,2,11.05,24.62,1,11.11,24.52
3,9.66,34.40,4,9.92,,5,9.83,34.79,1,9.58,34.20,2,9.85,34.37
2,9.65,44.05,3,9.48,,5,9.56,44.35,1,9.75,43.95,4,9.88,44.25
1,9.71,53.76,3,9.85,,4,9.74,54.09,2,9.93,53.88,4,9.84,54.09
1,9.38,1:03.14,2,9.30,,3,9.36,1:03.45,5,9.81,1:03.69,4,9.47,1:03.56
1,9.27,1:12.41,2,9.22,,3,9.18,1:12.63,5,9.32,1:13.01,4,9.14,1:12.70
3,9.28,1:21.69,1,9.14,,2,9.04,1:21.67,5,9.11,1:22.12,4,9.08,1:21.78
0,,PHOTO,1,9.11,,2,9.17,1:30.84,0,,PHOTO,3,9.17,1:30.95
