CHOI Eun-Kyung POSITION,CHOI Eun-Kyung LAP TIME,CHOI Eun-Kyung ELAPSED TIME,LIU Xiao Ying POSITION,LIU Xiao Ying LAP TIME,LIU Xiao Ying ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,Yvonne KUNZE POSITION,Yvonne KUNZE LAP TIME,Yvonne KUNZE ELAPSED TIME
2,17.087,17.087,3,17.277,17.277,1,17.029,17.029,4,17.278,17.278
1,13.759,30.845,4,14.418,31.694,2,14.521,31.550,3,14.309,31.586
2,13.149,43.993,4,12.435,44.129,1,12.358,43.907,3,12.518,44.104
1,10.300,54.293,2,10.169,54.297,3,10.627,54.534,4,10.775,54.879
2,9.999,1:04.292,3,10.086,1:04.383,1,9.667,1:04.201,4,9.739,1:04.617
1,9.428,1:13.719,2,9.490,1:13.873,3,9.713,1:13.914,4,9.584,1:14.201
1,9.583,1:23.302,3,9.575,1:23.447,2,9.516,1:23.430,4,9.528,1:23.729
2,9.631,1:32.933,1,9.118,1:32.564,3,9.513,1:32.942,4,9.638,1:33.367
1,9.90,1:42.829,3,10.44,1:43.002,2,10.02,1:42.956,4,9.85,1:43.217
