AHN Hyun Jun POSITION,AHN Hyun Jun LAP TIME,AHN Hyun Jun ELAPSED TIME,Luca LIM POSITION,Luca LIM LAP TIME,Luca LIM ELAPSED TIME,KRUZBERGS Roberts POSITION,KRUZBERGS Roberts LAP TIME,KRUZBERGS Roberts ELAPSED TIME,BALBEKOV Vladimir POSITION,BALBEKOV Vladimir LAP TIME,BALBEKOV Vladimir ELAPSED TIME,SELLIER Diane POSITION,SELLIER Diane LAP TIME,SELLIER Diane ELAPSED TIME
1,13.19,13.19,3,13.41,13.41,4,13.46,,2,13.35,13.35,5,13.63,13.63
1,9.60,22.79,4,9.58,22.99,1,9.33,,3,9.52,22.87,5,9.51,23.14
2,9.01,31.80,4,9.06,32.05,1,8.74,,3,9.03,31.90,5,9.02,32.16
1,8.43,40.23,4,8.59,40.64,2,8.71,,3,8.54,40.44,5,8.66,40.82
1,8.51,48.74,4,8.59,49.23,2,8.60,,3,8.51,48.95,5,8.44,49.26
1,8.62,57.36,5,8.78,58.01,2,8.62,,3,8.61,57.56,4,8.73,57.99
1,8.73,1:06.09,5,9.26,1:07.27,2,8.72,,3,8.74,1:06.30,4,8.88,1:06.87
1,8.83,1:14.92,5,9.88,1:17.15,2,8.82,,3,8.78,1:15.08,4,9.19,1:16.06
1,9.06,1:23.98,5,10.73,1:27.88,2,9.10,,3,9.14,1:24.22,4,9.84,1:25.90
