CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,KIKUCHI Sumire POSITION,KIKUCHI Sumire LAP TIME,KIKUCHI Sumire ELAPSED TIME,BINEY Maame POSITION,BINEY Maame LAP TIME,BINEY Maame ELAPSED TIME,GUO Yihan POSITION,GUO Yihan LAP TIME,GUO Yihan ELAPSED TIME
2,7.25,7.25,1,7.13,7.13,4,7.55,7.55,3,7.35,7.35,5,7.65,7.65
2,9.23,16.48,1,9.15,16.28,5,9.34,16.89,3,9.24,16.59,4,9.13,16.78
2,8.61,25.09,1,8.72,25.00,5,8.91,25.80,3,8.66,25.25,4,8.68,25.46
2,8.96,34.05,1,8.92,33.92,5,8.90,34.70,3,8.89,34.14,4,8.78,34.24
0,9.07,43.12,0,9.21,43.13,5,9.11,43.818,3,9.19,43.33,4,9.32,43.564
