Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,Gabor GALAMBOS POSITION,Gabor GALAMBOS LAP TIME,Gabor GALAMBOS ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Robert BECKER POSITION,Robert BECKER LAP TIME,Robert BECKER ELAPSED TIME
1,6.81,6.81,2,6.94,6.94,3,6.94,6.94,4,7.17,7.17
1,8.96,15.77,3,8.94,15.88,2,8.87,15.81,4,8.97,16.14
1,8.49,24.26,2,8.46,24.34,3,8.64,24.45,4,8.62,24.76
1,8.65,32.91,2,8.64,32.98,3,8.57,33.02,4,8.86,33.62
1,8.87,41.773,2,8.89,41.867,3,8.93,41.944,4,9.08,42.700
