Charles Ryan LEVEILLE POSITION,Charles Ryan LEVEILLE LAP TIME,Charles Ryan LEVEILLE ELAPSED TIME,Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,WEI Jiguang POSITION,WEI Jiguang LAP TIME,WEI Jiguang ELAPSED TIME
1,13.340,13.340,4,13.920,13.920,3,13.800,13.800,2,13.640,13.640
1,10.280,23.620,4,10.060,23.990,2,9.910,23.720,3,10.200,23.840
1,9.910,33.540,4,9.950,33.950,2,9.910,33.630,3,9.900,33.740
1,10.380,43.920,4,10.360,44.310,2,10.360,43.990,3,10.300,44.040
1,10.170,54.100,4,10.210,54.530,2,10.300,54.290,3,10.320,54.360
1,9.760,1:03.860,4,9.980,1:04.520,3,10.120,1:04.420,2,9.700,1:04.070
1,9.580,1:13.440,4,10.780,1:15.300,3,10.480,1:14.910,2,9.410,1:13.480
1,9.890,1:23.340,3,10.120,1:25.430,4,10.690,1:25.610,2,9.970,1:23.450
2,10.400,1:33.750,3,10.800,1:36.240,4,11.490,1:37.100,1,9.960,1:33.420
