SHULGINOV Alexander POSITION,SHULGINOV Alexander LAP TIME,SHULGINOV Alexander ELAPSED TIME,Hijiri IWASHITA POSITION,Hijiri IWASHITA LAP TIME,Hijiri IWASHITA ELAPSED TIME,Julian MACARAEG POSITION,Julian MACARAEG LAP TIME,Julian MACARAEG ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME
1,13.79,13.79,2,13.95,13.95,3,14.11,14.11,4,14.27,14.27
1,10.39,24.18,2,10.34,24.29,3,10.30,24.41,4,10.30,24.57
2,9.85,34.03,1,9.72,34.01,4,9.92,34.33,3,9.63,34.20
1,9.36,43.39,2,9.43,43.44,3,9.25,43.58,4,9.44,43.64
1,9.03,52.42,2,9.09,52.53,4,9.25,52.83,3,9.02,52.66
1,8.79,1:01.21,2,8.87,1:01.40,4,9.31,1:02.14,3,8.80,1:01.46
1,8.82,1:10.03,2,8.80,1:10.20,4,9.67,1:11.81,3,8.96,1:10.42
1,8.90,1:18.93,2,8.75,1:18.95,4,10.07,1:21.88,3,8.89,1:19.31
1,9.22,1:28.15,2,9.29,1:28.24,4,10.31,1:32.19,3,9.24,1:28.55
