John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,Jason CLAGUE POSITION,Jason CLAGUE LAP TIME,Jason CLAGUE ELAPSED TIME,Ryan McANUFF POSITION,Ryan McANUFF LAP TIME,Ryan McANUFF ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME
1,6.86,6.86,4,7.32,7.32,2,7.02,7.02,3,7.22,7.22
1,8.89,15.75,4,9.55,16.87,2,9.13,16.15,3,9.05,16.27
1,8.61,24.36,4,9.07,25.94,3,8.81,24.96,2,8.49,24.76
1,8.84,33.20,4,9.32,35.26,3,8.99,33.95,2,8.65,33.41
1,9.03,42.23,4,9.71,44.97,3,9.29,43.24,2,8.88,42.29
