ANTONIOLI Mattia POSITION,ANTONIOLI Mattia LAP TIME,ANTONIOLI Mattia ELAPSED TIME,Kuandyk SULEYMENOV POSITION,Kuandyk SULEYMENOV LAP TIME,Kuandyk SULEYMENOV ELAPSED TIME,ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME,Bor Luka URLEP POSITION,Bor Luka URLEP LAP TIME,Bor Luka URLEP ELAPSED TIME
2,7.42,7.42,3,7.79,7.79,1,7.16,7.16,4,8.07,8.07
2,9.39,16.81,3,9.74,17.53,1,9.36,16.52,4,10.43,18.50
2,9.04,25.85,3,9.22,26.75,1,9.12,25.64,4,10.26,28.76
2,9.26,35.11,3,9.15,35.90,1,9.31,34.95,4,10.41,39.17
2,9.31,44.415,3,9.29,45.185,1,9.41,44.351,4,10.64,49.810
