ZHOU Yang POSITION,ZHOU Yang LAP TIME,ZHOU Yang ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Susanne RUDOLPH POSITION,Susanne RUDOLPH LAP TIME,Susanne RUDOLPH ELAPSED TIME,Allison BAVER POSITION,Allison BAVER LAP TIME,Allison BAVER ELAPSED TIME
1,13.05,13.05,2,13.12,13.12,3,13.47,13.47,4,13.56,13.56
3,10.93,23.98,2,10.82,23.94,4,10.83,24.30,1,10.28,23.84
2,9.80,33.78,3,9.93,33.87,4,9.77,34.07,1,9.93,33.77
2,9.81,43.59,1,9.69,43.56,4,9.83,43.90,3,9.87,43.64
2,9.87,53.46,1,9.89,53.45,4,9.80,53.70,3,9.89,53.53
1,9.82,1:03.28,2,10.11,1:03.56,4,10.07,1:03.77,3,10.05,1:03.58
1,9.49,1:12.77,2,9.71,1:13.27,4,9.62,1:13.39,3,9.71,1:13.29
1,9.64,1:22.41,3,9.69,1:22.96,4,9.71,1:23.10,2,9.60,1:22.89
1,10.09,1:32.499,2,9.66,1:32.619,4,9.83,1:32.923,3,9.88,1:32.769
