Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME,Anastassiya KRESTOVA POSITION,Anastassiya KRESTOVA LAP TIME,Anastassiya KRESTOVA ELAPSED TIME,Marta WOJCIK POSITION,Marta WOJCIK LAP TIME,Marta WOJCIK ELAPSED TIME,Safiya VLASOVA POSITION,Safiya VLASOVA LAP TIME,Safiya VLASOVA ELAPSED TIME
1,7.34,7.34,2,7.62,7.62,3,7.74,7.74,4,7.90,7.90
1,9.47,16.81,2,9.61,17.23,3,9.70,17.44,4,9.73,17.63
1,9.14,25.95,3,9.28,26.51,2,9.03,26.47,4,9.32,26.95
1,9.31,35.26,3,9.35,35.86,2,9.26,35.73,4,9.51,36.46
1,9.71,44.968,3,9.56,45.417,2,9.55,45.276,4,9.70,46.160
