Susanne RUDOLPH POSITION,Susanne RUDOLPH LAP TIME,Susanne RUDOLPH ELAPSED TIME,Chikage TANAKA POSITION,Chikage TANAKA LAP TIME,Chikage TANAKA ELAPSED TIME,Amanda OVERLAND POSITION,Amanda OVERLAND LAP TIME,Amanda OVERLAND ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME
2,14.0956,14.0956,1,13.9551,13.9551,3,14.1091,14.1091,4,14.1920,14.1920
1,10.5363,24.6319,3,10.6874,24.6425,2,10.5332,24.6423,4,16.8380,31.0300
3,10.4458,35.0777,2,10.4295,35.0720,4,10.4808,35.1231,1,3.9628,34.9928
2,10.7166,45.7943,4,10.8370,45.9090,3,10.7044,45.8275,1,10.6716,45.6644
2,10.6503,56.4446,3,10.5449,56.4539,4,10.6338,56.4613,1,10.4825,56.1469
2,10.1794,1:06.6240,3,10.2673,1:06.7212,4,10.3151,1:06.7764,1,10.3482,1:06.4951
4,10.1324,1:16.7564,2,9.8998,1:16.6210,3,9.9528,1:16.7292,1,10.1239,1:16.6190
3,9.9798,1:26.7362,2,10.0262,1:26.6472,1,9.8256,1:26.5548,4,10.2268,1:26.8458
3,10.16,1:36.892,2,10.13,1:36.777,1,10.14,1:36.690,4,10.35,1:37.189
