Marina TRETIAKOVA POSITION,Marina TRETIAKOVA LAP TIME,Marina TRETIAKOVA ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME
2,7.379,7.379,1,7.217,7.217,3,7.570,7.570
2,9.865,17.244,1,10.004,17.221,3,9.793,17.362
2,9.434,26.677,1,9.220,26.440,3,9.469,26.831
1,9.403,36.080,2,9.693,36.133,3,9.430,36.260
2,9.93,46.010,1,9.77,45.900,3,9.81,46.068
