de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME,Petra VANKOVA POSITION,Petra VANKOVA LAP TIME,Petra VANKOVA ELAPSED TIME,THOMSON Kathryn POSITION,THOMSON Kathryn LAP TIME,THOMSON Kathryn ELAPSED TIME,YAKIMOVA Anna POSITION,YAKIMOVA Anna LAP TIME,YAKIMOVA Anna ELAPSED TIME,Anastasiia MIGUNOVA POSITION,Anastasiia MIGUNOVA LAP TIME,Anastasiia MIGUNOVA ELAPSED TIME
1,14.34,14.34,2,14.43,14.43,4,14.70,14.70,5,14.83,14.83,3,14.57,14.57
1,11.26,25.60,4,11.42,25.85,3,11.12,25.82,5,11.27,26.10,2,11.15,25.72
1,10.54,36.14,4,10.63,36.48,2,10.42,36.24,5,10.51,36.61,3,10.53,36.25
1,10.05,46.19,4,10.06,46.54,2,10.07,46.31,5,10.06,46.67,3,10.16,46.41
1,9.92,56.11,4,9.83,56.37,2,9.92,56.23,5,9.88,56.55,3,9.89,56.30
1,9.70,1:05.81,4,9.76,1:06.13,2,9.67,1:05.90,5,9.70,1:06.25,3,9.75,1:06.05
1,9.85,1:15.66,4,9.74,1:15.87,2,9.86,1:15.76,5,9.82,1:16.07,3,9.80,1:15.85
1,9.80,1:25.46,4,10.14,1:26.01,2,9.86,1:25.62,5,10.27,1:26.34,3,9.94,1:25.79
1,9.71,1:35.17,4,9.76,1:35.77,2,9.66,1:35.28,5,10.53,1:36.87,3,9.88,1:35.67
