Marie-Eve DROLET POSITION,Marie-Eve DROLET LAP TIME,Marie-Eve DROLET ELAPSED TIME,XIAO Han POSITION,XIAO Han LAP TIME,XIAO Han ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME
2,12.91,12.91,1,12.83,12.83,3,13.13,13.13,4,13.23,13.23
2,9.99,22.90,1,9.95,22.78,3,10.06,23.19,4,10.08,23.31
2,9.88,32.78,1,9.88,32.66,3,9.76,32.95,4,9.74,33.05
2,9.74,42.52,1,9.77,42.43,3,9.77,42.72,4,9.77,42.82
2,9.75,52.27,1,9.75,52.18,3,9.69,52.41,4,9.68,52.50
2,9.78,1:02.05,1,9.77,1:01.95,3,9.76,1:02.17,4,9.82,1:02.32
2,9.64,1:11.69,1,9.66,1:11.61,3,9.61,1:11.78,4,9.61,1:11.93
2,9.78,1:21.47,1,9.72,1:21.33,3,9.71,1:21.49,4,9.68,1:21.61
4,10.18,1:31.647,1,9.96,1:31.287,3,9.95,1:31.438,2,9.80,1:31.402
