Elena YAKUSCHENKO POSITION,Elena YAKUSCHENKO LAP TIME,Elena YAKUSCHENKO ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,Kristina KOBLER POSITION,Kristina KOBLER LAP TIME,Kristina KOBLER ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME
4,17.646,17.646,2,17.520,17.520,3,17.594,17.594,1,17.432,17.432
4,13.446,31.092,3,13.534,31.053,2,13.297,30.890,1,13.200,30.632
4,11.732,42.823,2,11.536,42.589,3,11.765,42.655,1,11.888,42.520
4,11.494,54.317,2,11.634,54.223,3,11.662,54.316,1,11.466,53.986
4,11.086,1:05.402,1,10.887,1:05.109,3,10.921,1:05.237,2,11.157,1:05.143
4,10.616,1:16.018,1,9.640,1:14.748,3,9.941,1:15.177,2,9.713,1:14.855
4,10.717,1:26.734,1,9.525,1:24.272,3,9.879,1:25.056,2,9.586,1:24.440
4,10.840,1:37.574,1,9.632,1:33.903,3,9.808,1:34.863,2,9.626,1:34.066
4,11.58,1:49.153,1,9.94,1:43.835,3,11.01,1:45.869,2,9.89,1:43.954
