Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME
1,12.66,12.66,4,12.93,12.93,2,12.74,12.74,3,12.76,12.76
2,9.43,22.09,4,9.40,22.33,1,9.24,21.98,3,9.46,22.22
1,8.68,30.77,3,8.60,30.93,2,8.83,30.81,4,8.79,31.01
1,8.59,39.36,2,8.50,39.43,3,8.63,39.44,4,8.60,39.61
1,8.62,47.98,2,8.66,48.09,4,8.84,48.28,3,8.59,48.20
1,8.78,56.76,2,8.74,56.83,4,8.76,57.04,3,8.74,56.94
1,8.96,1:05.72,2,8.98,1:05.81,4,8.99,1:06.03,3,8.94,1:05.88
1,8.97,1:14.69,3,9.11,1:14.92,4,8.99,1:15.02,2,8.95,1:14.83
1,9.20,1:23.89,2,9.05,1:23.97,4,9.25,1:24.27,3,9.24,1:24.07
