Hironobu MURATAKE POSITION,Hironobu MURATAKE LAP TIME,Hironobu MURATAKE ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Necmettin Berk YETISKEN POSITION,Necmettin Berk YETISKEN LAP TIME,Necmettin Berk YETISKEN ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME
1,7.04,7.04,2,7.13,7.13,4,7.54,7.54,3,7.29,7.29
1,9.18,16.22,2,9.21,16.34,4,12.88,20.42,3,9.19,16.48
1,8.59,24.81,2,8.57,24.91,4,15.61,36.03,3,8.50,24.98
1,8.56,33.37,2,8.57,33.48,3,9.78,45.81,4,24.76,49.74
1,8.79,42.155,2,8.97,42.446,0,,notime,0,,notime
