PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME,Kalyna ROBERGE POSITION,Kalyna ROBERGE LAP TIME,Kalyna ROBERGE ELAPSED TIME,FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME
2,7.315,7.315,1,7.269,7.269,3,7.497,7.497,4,7.795,7.795
2,9.487,16.801,1,9.402,16.671,3,9.413,16.910,4,9.511,17.306
3,9.480,26.281,1,9.320,25.990,2,9.146,26.056,4,9.313,26.619
2,9.158,35.439,1,9.393,35.383,3,9.850,35.906,4,9.564,36.183
2,9.681,45.120,1,9.610,44.993,3,9.470,45.375,4,9.740,45.923
