Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Hyo-Jung KIM POSITION,Hyo-Jung KIM LAP TIME,Hyo-Jung KIM ELAPSED TIME,Min-Kyung CHOI POSITION,Min-Kyung CHOI LAP TIME,Min-Kyung CHOI ELAPSED TIME,Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME
2,7.711,7.711,3,7.739,7.739,1,7.433,7.433,4,7.814,7.814
2,9.961,17.671,4,10.327,18.066,1,10.003,17.436,3,9.888,17.702
2,9.510,27.181,4,9.223,27.288,1,9.540,26.975,3,9.489,27.190
3,9.472,36.652,4,9.541,36.829,1,9.540,36.515,2,9.461,36.651
2,9.84,46.491,3,9.86,46.689,1,9.88,46.387,4,10.58,47.226
