Jakub JANECKO POSITION,Jakub JANECKO LAP TIME,Jakub JANECKO ELAPSED TIME,Bobby Joe LINDSEY POSITION,Bobby Joe LINDSEY LAP TIME,Bobby Joe LINDSEY ELAPSED TIME,Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,Milos VIGAS POSITION,Milos VIGAS LAP TIME,Milos VIGAS ELAPSED TIME
4,15.977,15.977,3,14.627,14.627,2,14.426,14.426,1,14.045,14.045
4,9.318,25.294,2,10.482,25.108,3,10.830,25.255,1,10.997,25.041
4,11.389,36.683,2,11.064,36.172,3,11.027,36.281,1,11.076,36.117
4,11.302,47.985,2,11.379,47.551,3,11.318,47.599,1,11.369,47.485
4,11.719,59.704,3,11.876,59.426,1,11.671,59.270,2,11.787,59.272
4,10.396,1:10.099,2,10.431,1:09.857,1,10.378,1:09.647,3,10.691,1:09.962
4,10.464,1:20.563,1,9.775,1:19.631,2,10.031,1:19.677,3,10.103,1:20.065
4,10.010,1:30.572,1,10.005,1:29.635,2,9.994,1:29.671,3,10.177,1:30.241
4,10.67,1:41.234,2,10.16,1:39.793,1,10.03,1:39.692,3,10.95,1:41.191
