HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,PIVIROTTO Ryan POSITION,PIVIROTTO Ryan LAP TIME,PIVIROTTO Ryan ELAPSED TIME,Artem KOZLOV POSITION,Artem KOZLOV LAP TIME,Artem KOZLOV ELAPSED TIME
1,6.75,6.75,2,6.90,6.90,4,7.34,7.34,3,7.04,7.04
1,8.76,15.51,2,8.72,15.62,4,9.13,16.47,3,8.75,15.79
1,8.31,23.82,2,8.30,23.92,4,8.63,25.10,3,8.36,24.15
1,8.40,32.22,2,8.48,32.40,4,8.61,33.71,3,8.46,32.61
1,8.62,40.838,2,8.75,41.143,4,9.00,42.704,3,8.81,41.416
