Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,Siarhei YAKUSHKOU POSITION,Siarhei YAKUSHKOU LAP TIME,Siarhei YAKUSHKOU ELAPSED TIME,David Mano LOTH POSITION,David Mano LOTH LAP TIME,David Mano LOTH ELAPSED TIME
1,6.940,6.940,2,7.320,7.320,3,7.340,7.340
1,9.440,16.390,3,9.520,16.840,2,9.380,16.720
1,9.040,25.430,3,8.940,25.780,2,8.980,25.700
1,8.930,34.370,3,9.350,35.140,2,9.130,34.830
1,9.360,43.730,3,9.380,44.520,2,9.580,44.420
