Denis BELLOTTI POSITION,Denis BELLOTTI LAP TIME,Denis BELLOTTI ELAPSED TIME,Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,Shani DAVIS POSITION,Shani DAVIS LAP TIME,Shani DAVIS ELAPSED TIME,Yevgen YAKOVLEV POSITION,Yevgen YAKOVLEV LAP TIME,Yevgen YAKOVLEV ELAPSED TIME
4,13.587,13.587,1,13.462,13.462,3,13.582,13.582,2,13.522,13.522
4,10.364,23.951,1,10.093,23.554,3,10.145,23.727,2,10.095,23.617
3,9.505,33.455,1,9.777,33.331,4,9.983,33.710,2,9.717,33.333
4,9.756,43.211,2,9.588,42.918,3,9.350,43.060,1,9.312,42.645
4,9.379,52.589,3,9.419,52.337,2,9.230,52.289,1,9.407,52.051
4,9.265,1:01.854,1,9.180,1:01.516,2,9.337,1:01.625,3,9.696,1:01.747
3,9.195,1:11.049,1,9.247,1:10.762,2,9.246,1:10.871,4,9.868,1:11.614
2,9.170,1:20.218,1,9.242,1:20.004,3,9.354,1:20.225,4,10.196,1:21.810
3,9.87,1:30.086,2,9.66,1:29.663,1,9.31,1:29.528,4,11.00,1:32.802
