MA Wei POSITION,MA Wei LAP TIME,MA Wei ELAPSED TIME,KIM Si Un POSITION,KIM Si Un LAP TIME,KIM Si Un ELAPSED TIME,YOSHINAGA Kazuki POSITION,YOSHINAGA Kazuki LAP TIME,YOSHINAGA Kazuki ELAPSED TIME,LIM Yong Jin POSITION,LIM Yong Jin LAP TIME,LIM Yong Jin ELAPSED TIME,NAVARRO Tristan POSITION,NAVARRO Tristan LAP TIME,NAVARRO Tristan ELAPSED TIME
1,12.71,12.71,2,12.84,,3,12.99,12.99,4,13.09,13.09,5,13.29,13.29
1,9.52,22.23,2,9.50,,3,9.46,22.45,4,9.44,22.53,5,9.38,22.67
1,9.06,31.29,2,9.05,,3,9.05,31.50,4,9.07,31.60,5,9.06,31.73
1,9.05,40.34,2,9.02,,3,9.01,40.51,4,9.03,40.63,5,9.00,40.73
1,8.92,49.26,2,8.99,,3,8.99,49.50,4,9.00,49.63,5,9.03,49.76
1,8.85,58.11,2,8.84,,3,8.75,58.25,4,8.79,58.42,5,8.86,58.62
1,8.72,1:06.83,3,9.00,,4,9.17,1:07.42,2,8.55,1:06.97,5,8.93,1:07.55
2,9.04,1:15.87,3,8.81,,4,9.10,1:16.52,1,8.72,1:15.69,5,8.98,1:16.53
5,17.41,1:33.28,4,14.73,,3,9.20,1:25.706,1,9.28,1:24.97,2,9.14,1:25.67
