KHALIL Khairil Ridhwan POSITION,KHALIL Khairil Ridhwan LAP TIME,KHALIL Khairil Ridhwan ELAPSED TIME,Ivan RADEVIC POSITION,Ivan RADEVIC LAP TIME,Ivan RADEVIC ELAPSED TIME,Sean McANUFF POSITION,Sean McANUFF LAP TIME,Sean McANUFF ELAPSED TIME,SU Jun-Peng POSITION,SU Jun-Peng LAP TIME,SU Jun-Peng ELAPSED TIME
4,7.81,7.81,3,7.34,7.34,1,7.04,7.04,2,7.12,7.12
4,10.23,18.04,3,9.22,16.56,1,9.24,16.28,2,9.27,16.39
4,9.67,27.71,2,8.79,25.35,1,8.93,25.21,3,8.97,25.36
4,9.90,37.61,1,8.94,34.29,2,9.19,34.40,3,9.13,34.49
4,10.38,47.99,1,9.15,43.44,2,9.21,43.61,3,9.21,43.685
