Artem KOZLOV POSITION,Artem KOZLOV LAP TIME,Artem KOZLOV ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,PARK Ji Won POSITION,PARK Ji Won LAP TIME,PARK Ji Won ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME,Dan IWASA POSITION,Dan IWASA LAP TIME,Dan IWASA ELAPSED TIME
1,14.12,14.12,3,14.23,14.23,2,14.14,14.14,5,14.49,14.49,4,14.38,14.38
3,10.78,24.90,1,10.55,24.78,2,10.67,24.81,5,10.66,25.15,4,10.65,25.03
4,10.44,35.34,1,10.27,35.05,2,10.33,35.14,5,10.33,35.48,3,10.21,35.24
3,10.15,45.49,1,10.14,45.19,2,10.21,45.35,5,10.15,45.63,3,10.25,45.49
3,9.29,54.78,2,9.58,54.77,1,9.33,54.68,5,9.53,55.16,4,9.56,55.05
2,8.80,1:03.58,3,8.92,1:03.69,1,8.74,1:03.42,5,9.04,1:04.20,4,8.79,1:03.84
2,8.63,1:12.21,3,8.68,1:12.37,1,8.68,1:12.10,5,9.05,1:13.25,4,8.71,1:12.55
2,8.83,1:21.04,3,8.78,1:21.15,1,8.86,1:20.96,5,9.23,1:22.48,4,8.68,1:21.23
2,8.99,1:30.03,4,9.14,1:30.29,1,8.94,1:29.90,5,9.56,1:32.04,3,8.84,1:30.07
