BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,KIM Byeong Jun POSITION,KIM Byeong Jun LAP TIME,KIM Byeong Jun ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME
1,12.13,12.13,2,12.30,12.30,4,12.53,,3,12.40,,5,12.62,12.62
1,9.30,21.43,2,9.27,21.57,4,9.24,,3,9.26,,5,9.26,21.88
1,9.23,30.66,2,9.21,30.78,4,9.27,,3,9.22,,5,9.24,31.12
1,9.26,39.92,1,9.14,39.92,4,9.17,,3,9.21,,5,9.23,40.35
2,8.95,48.87,1,8.87,48.79,4,8.90,,3,8.88,,5,8.92,49.27
5,9.35,58.22,1,8.82,57.61,2,8.86,,3,9.06,,4,8.89,58.16
5,9.98,1:08.20,1,8.81,1:06.42,2,9.13,,3,9.11,,4,9.12,1:07.28
4,10.34,1:18.54,1,9.05,1:15.47,3,10.31,,5,12.41,,2,9.59,1:16.87
3,11.85,1:30.372,1,9.20,1:24.661,3,11.02,,5,17.65,,2,9.97,1:26.832
