Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME
1,6.86,6.86,2,6.96,6.96,3,7.10,7.10,4,7.24,7.24
1,8.64,15.50,2,8.66,15.62,3,8.72,15.82,4,8.78,16.02
1,8.27,23.77,2,8.29,23.91,3,8.30,24.12,4,8.31,24.33
1,8.33,32.10,2,8.35,32.26,3,8.37,32.49,4,8.25,32.58
1,8.63,40.724,2,8.51,40.763,4,8.61,41.091,3,8.35,40.930
