Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,Patrick DUFFY POSITION,Patrick DUFFY LAP TIME,Patrick DUFFY ELAPSED TIME,Dennis VISSER POSITION,Dennis VISSER LAP TIME,Dennis VISSER ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME
2,12.85,12.85,1,12.74,12.74,3,12.96,12.96,4,13.08,,5,13.23,13.23
2,10.25,23.10,1,10.24,22.98,3,10.27,23.23,4,10.27,,5,10.21,23.44
2,9.73,32.83,1,9.84,32.82,3,9.79,33.02,4,9.78,,5,9.82,33.26
1,9.37,42.20,2,9.47,42.29,3,9.37,42.39,4,9.34,,5,9.29,42.55
1,9.38,51.58,2,9.39,51.68,3,9.45,51.84,5,9.55,,4,9.36,51.91
1,8.89,1:00.47,2,8.92,1:00.60,3,8.91,1:00.75,5,8.89,,4,8.93,1:00.84
1,8.78,1:09.25,2,8.82,1:09.42,3,8.78,1:09.53,4,8.63,,5,8.75,1:09.59
1,8.91,1:18.16,5,24.10,1:33.52,4,9.58,1:19.11,3,9.39,,2,9.10,1:18.69
1,9.26,1:27.42,5,13.45,1:46.97,3,9.28,1:28.378,3,9.20,,2,9.34,1:28.03
