ZHANG Hongchao POSITION,ZHANG Hongchao LAP TIME,ZHANG Hongchao ELAPSED TIME,Patrick DUFFY POSITION,Patrick DUFFY LAP TIME,Patrick DUFFY ELAPSED TIME,Dmitry MYASNIKOV POSITION,Dmitry MYASNIKOV LAP TIME,Dmitry MYASNIKOV ELAPSED TIME,Keith CARROLL POSITION,Keith CARROLL LAP TIME,Keith CARROLL ELAPSED TIME
1,6.77,6.77,2,6.84,6.84,3,6.97,6.97,4,7.04,7.04
1,8.79,15.56,2,8.79,15.63,3,8.81,15.78,4,8.96,16.00
1,8.39,23.95,2,8.35,23.98,3,8.27,24.05,4,8.44,24.44
1,8.64,32.59,4,24.96,48.94,3,13.69,37.74,2,8.71,33.15
1,8.89,41.476,4,16.91,1:05.845,3,12.94,50.675,2,9.35,42.499
