Cole William Isaac KRUEGER POSITION,Cole William Isaac KRUEGER LAP TIME,Cole William Isaac KRUEGER ELAPSED TIME,VANHOOREN Rino POSITION,VANHOOREN Rino LAP TIME,VANHOOREN Rino ELAPSED TIME,FERCOQ Quentin POSITION,FERCOQ Quentin LAP TIME,FERCOQ Quentin ELAPSED TIME,KRUZBERGS Roberts POSITION,KRUZBERGS Roberts LAP TIME,KRUZBERGS Roberts ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME
2,13.74,13.74,4,14.09,14.09,1,13.64,13.64,5,14.19,14.19,3,13.97,13.97
2,10.81,24.55,4,10.79,24.88,1,10.81,24.45,4,10.69,24.88,3,10.76,24.73
3,10.04,34.59,5,9.95,34.83,2,10.01,34.46,1,9.42,34.30,4,9.99,34.72
3,9.13,43.72,5,9.20,44.03,2,9.12,43.58,1,9.19,43.49,4,9.19,43.91
2,8.73,52.45,5,8.73,52.76,3,8.96,52.54,1,8.84,52.33,4,8.65,52.56
2,8.70,1:01.15,4,8.68,1:01.44,5,9.16,1:01.70,1,8.72,1:01.05,3,8.73,1:01.29
2,8.76,1:09.91,4,8.69,1:10.13,5,8.74,1:10.44,1,8.78,1:09.83,3,8.68,1:09.97
3,8.92,1:18.83,4,8.86,1:18.99,5,8.83,1:19.27,2,8.96,1:18.79,1,8.66,1:18.63
3,9.17,1:28.00,4,9.09,1:28.089,5,9.27,1:28.545,2,9.03,1:27.82,1,8.85,1:27.48
