Cole KRUEGER POSITION,Cole KRUEGER LAP TIME,Cole KRUEGER ELAPSED TIME,Maksim ZHERNOVY POSITION,Maksim ZHERNOVY LAP TIME,Maksim ZHERNOVY ELAPSED TIME,OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME,Artsiom PATUTKIN POSITION,Artsiom PATUTKIN LAP TIME,Artsiom PATUTKIN ELAPSED TIME,Christiaan BOKKERINK POSITION,Christiaan BOKKERINK LAP TIME,Christiaan BOKKERINK ELAPSED TIME
1,7.13,7.13,3,7.32,7.32,2,7.19,7.19,5,7.49,7.49,4,7.46,7.46
1,9.54,16.67,4,9.86,17.18,2,9.55,16.74,5,9.90,17.39,3,9.47,16.93
1,9.07,25.74,4,12.79,29.97,5,33.52,50.26,3,10.09,27.48,2,9.24,26.17
1,9.44,35.18,4,10.35,40.32,5,20.31,1:10.57,3,10.11,37.59,2,9.31,35.48
1,9.50,44.671,4,10.41,50.724,5,14.92,1:25.490,3,9.87,47.458,2,9.24,44.714
