JEON Ji-Soo POSITION,JEON Ji-Soo LAP TIME,JEON Ji-Soo ELAPSED TIME,HAN Yu Tong POSITION,HAN Yu Tong LAP TIME,HAN Yu Tong ELAPSED TIME,VALCEPINA Arianna POSITION,VALCEPINA Arianna LAP TIME,VALCEPINA Arianna ELAPSED TIME,Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME
1,7.12,7.12,2,7.25,7.25,4,7.57,7.57,3,7.43,7.43
1,9.41,16.53,2,9.37,16.62,4,9.47,17.04,3,9.29,16.72
1,9.01,25.54,2,9.00,25.62,4,8.95,25.99,3,8.99,25.71
1,9.14,34.68,2,9.11,34.73,4,9.08,35.07,3,9.05,34.76
1,9.36,44.032,2,9.62,44.347,3,9.37,44.437,0,,PEN
