Gabor GALAMBOS POSITION,Gabor GALAMBOS LAP TIME,Gabor GALAMBOS ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Rudy KOEK POSITION,Rudy KOEK LAP TIME,Rudy KOEK ELAPSED TIME,Alex BOISVERT-LACROIX POSITION,Alex BOISVERT-LACROIX LAP TIME,Alex BOISVERT-LACROIX ELAPSED TIME
2,6.80,6.80,3,6.86,6.86,4,7.20,7.20,1,6.73,6.73
1,8.72,15.53,2,8.88,15.75,3,9.00,16.20,4,15.51,22.24
1,8.81,24.34,2,8.61,24.36,3,8.65,24.86,4,11.79,34.03
1,8.69,33.03,2,8.75,33.12,3,8.76,33.62,4,11.31,45.35
1,9.19,42.214,2,9.17,42.289,3,8.97,42.587,4,11.65,56.995
