REN Ziwei POSITION,REN Ziwei LAP TIME,REN Ziwei ELAPSED TIME,SHULGINOV Alexander POSITION,SHULGINOV Alexander LAP TIME,SHULGINOV Alexander ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME
1,6.58,6.58,4,7.04,7.04,3,6.86,6.86,2,6.68,6.68,4,7.04,7.04
1,8.47,15.05,5,8.83,15.87,3,8.64,15.50,2,8.56,15.24,4,8.73,15.77
1,8.23,23.28,5,8.11,23.98,3,8.07,23.57,2,8.22,23.46,4,8.14,23.91
1,8.25,31.53,4,8.27,32.25,2,8.38,31.95,3,8.55,32.01,4,8.34,32.25
1,8.50,40.03,4,22.24,54.49,2,8.52,40.47,5,38.98,1:10.99,3,8.55,40.80
