SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME
1,6.98,6.98,3,7.28,7.28,2,7.12,7.12,4,7.40,7.40
1,8.95,15.93,3,9.14,16.42,2,9.06,16.18,4,9.13,16.53
1,8.55,24.48,3,8.50,24.92,2,8.59,24.77,4,8.47,25.00
1,8.75,33.23,4,8.83,33.75,2,8.87,33.64,3,8.73,33.73
1,8.89,42.115,4,9.27,43.011,3,9.04,42.680,2,8.69,42.419
