Firat YARDIMCI POSITION,Firat YARDIMCI LAP TIME,Firat YARDIMCI ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME
4,7.18,7.18,1,6.78,6.78,2,6.89,6.89,3,7.18,7.18
4,9.32,16.50,1,8.86,15.64,2,9.01,15.90,3,8.98,16.16
4,9.05,25.55,1,8.55,24.19,2,8.60,24.50,3,8.52,24.68
4,9.12,34.67,1,8.70,32.89,2,8.74,33.24,3,8.72,33.40
4,9.26,43.930,1,8.92,41.808,2,8.91,42.141,3,8.87,42.261
