Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,Jose Ignacio FAZIO POSITION,Jose Ignacio FAZIO LAP TIME,Jose Ignacio FAZIO ELAPSED TIME,Valentyn DANILOVSKYI POSITION,Valentyn DANILOVSKYI LAP TIME,Valentyn DANILOVSKYI ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME
1,6.93,6.93,3,7.21,7.21,2,7.19,7.19,4,7.33,7.33,5,7.37,7.37
1,8.99,15.92,2,9.20,16.41,4,9.61,16.80,5,9.65,16.98,3,9.30,16.67
1,8.62,24.54,2,8.59,25.00,5,9.76,26.56,4,9.12,26.10,3,8.72,25.39
1,8.75,33.29,2,8.72,33.72,5,9.77,36.33,4,8.91,35.01,3,8.57,33.96
1,9.01,42.300,2,8.78,42.497,5,10.16,46.488,4,9.13,44.132,3,8.67,42.627
