LEE Seung-Jae POSITION,LEE Seung-Jae LAP TIME,LEE Seung-Jae ELAPSED TIME,Takafumi NISHITANI POSITION,Takafumi NISHITANI LAP TIME,Takafumi NISHITANI ELAPSED TIME,Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME,Alexander GERTSIKOV POSITION,Alexander GERTSIKOV LAP TIME,Alexander GERTSIKOV ELAPSED TIME
4,13.927,13.927,2,13.583,13.583,3,13.604,13.604,1,13.151,13.151
4,10.238,24.164,3,10.400,23.983,2,10.326,23.929,1,10.763,23.914
4,10.413,34.577,2,10.298,34.280,3,10.394,34.323,1,10.336,34.249
4,9.833,44.410,3,10.000,44.279,1,9.665,43.987,2,9.756,44.004
4,9.214,53.623,3,9.069,53.348,1,9.007,52.993,2,9.281,53.285
4,9.237,1:02.860,3,9.085,1:02.432,1,9.180,1:02.173,2,9.143,1:02.428
4,9.107,1:11.967,2,8.997,1:11.429,3,9.360,1:11.533,1,8.942,1:11.370
3,9.140,1:21.106,2,9.466,1:20.894,1,9.059,1:20.591,4,9.744,1:21.114
1,9.54,1:30.645,2,9.82,1:30.709,3,10.23,1:30.812,4,9.78,1:30.888
