WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,EYBOG Daniil POSITION,EYBOG Daniil LAP TIME,EYBOG Daniil ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME
1,6.73,6.73,2,6.89,6.89,3,7.04,7.04,3,7.04,7.04
1,8.67,15.40,2,8.66,15.55,4,8.88,15.92,3,8.67,15.71
1,8.22,23.62,2,8.17,23.72,4,8.25,24.17,3,8.17,23.88
1,8.47,32.09,3,8.66,32.38,4,8.50,32.67,2,8.37,32.25
1,8.62,40.71,3,8.88,41.241,4,8.65,41.312,2,8.62,40.87
