START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,season,competition,event,gender,round,race
2,19.440,19.440,1,19.430,19.430,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",1000m,w,RepFinalB,1
2,14.990,34.440,1,14.840,34.270,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",1000m,w,RepFinalB,1
2,14.370,48.810,1,14.290,48.570,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",1000m,w,RepFinalB,1
2,13.660,1:02.470,1,13.750,1:02.320,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",1000m,w,RepFinalB,1
2,12.830,1:15.300,1,12.730,1:15.050,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",1000m,w,RepFinalB,1
2,10.510,1:25.820,1,10.650,1:25.710,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",1000m,w,RepFinalB,1
2,9.800,1:35.630,1,9.770,1:35.480,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",1000m,w,RepFinalB,1
1,9.610,1:45.240,2,9.780,1:45.260,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",1000m,w,RepFinalB,1
1,9.750,1:55.000,2,9.990,1:55.250,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",1000m,w,RepFinalB,1
