Metehan ATAN POSITION,Metehan ATAN LAP TIME,Metehan ATAN ELAPSED TIME,NEMIRO Nikita POSITION,NEMIRO Nikita LAP TIME,NEMIRO Nikita ELAPSED TIME,VANHOOREN Rino POSITION,VANHOOREN Rino LAP TIME,VANHOOREN Rino ELAPSED TIME,Artem KOZLOV POSITION,Artem KOZLOV LAP TIME,Artem KOZLOV ELAPSED TIME,Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME
1,13.82,13.82,2,13.84,13.84,4,14.02,14.02,5,14.37,14.37,3,13.98,13.98
3,9.90,23.72,1,9.69,23.53,4,9.81,23.83,5,9.90,24.27,2,9.64,23.62
3,9.26,32.98,1,9.29,32.82,4,9.26,33.09,5,9.29,33.56,2,9.27,32.89
2,9.26,42.24,3,9.46,42.28,4,9.30,42.39,5,9.09,42.65,1,9.23,42.12
2,9.19,51.43,4,9.46,51.74,3,9.17,51.56,5,9.23,51.88,1,9.22,51.34
2,9.12,1:00.55,5,9.40,1:01.14,3,9.11,1:00.67,4,9.24,1:01.12,1,9.10,1:00.44
2,9.00,1:09.55,5,9.69,1:10.83,3,9.05,1:09.72,4,9.37,1:10.49,1,9.00,1:09.44
2,9.08,1:18.63,5,9.88,1:20.71,3,9.22,1:18.94,4,9.54,1:20.03,1,9.03,1:18.47
2,9.48,1:28.11,5,10.20,1:30.91,3,9.40,1:28.34,4,10.40,1:30.43,1,9.29,1:27.76
