Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,Gergana PATSOVA POSITION,Gergana PATSOVA LAP TIME,Gergana PATSOVA ELAPSED TIME,Ranya EZZI POSITION,Ranya EZZI LAP TIME,Ranya EZZI ELAPSED TIME,WANG Xinyue POSITION,WANG Xinyue LAP TIME,WANG Xinyue ELAPSED TIME
1,7.33,7.33,3,7.92,7.92,4,7.96,7.96,2,7.68,7.68
1,9.63,16.96,3,10.17,18.09,4,10.13,18.09,2,9.72,17.40
1,9.42,26.38,4,9.63,27.72,3,9.56,27.65,2,9.31,26.71
1,9.52,35.90,4,9.76,37.48,3,9.80,37.45,2,9.42,36.13
1,9.93,45.825,4,10.03,47.508,3,10.00,47.441,2,9.78,45.904
