HEO Andrew POSITION,HEO Andrew LAP TIME,HEO Andrew ELAPSED TIME,YOSHINAGA Kazuki POSITION,YOSHINAGA Kazuki LAP TIME,YOSHINAGA Kazuki ELAPSED TIME,SELLIER Diane POSITION,SELLIER Diane LAP TIME,SELLIER Diane ELAPSED TIME,Cole William Isaac KRUEGER POSITION,Cole William Isaac KRUEGER LAP TIME,Cole William Isaac KRUEGER ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME
3,12.86,12.86,1,12.65,12.65,4,12.88,12.88,2,12.73,12.73,5,13.06,13.06
4,9.70,22.56,2,9.74,22.39,5,9.79,22.67,1,9.52,22.25,3,9.43,22.49
4,9.51,32.07,2,9.50,31.89,5,9.49,32.16,1,9.48,31.73,3,9.50,31.99
4,9.48,41.55,2,9.46,41.35,5,9.53,41.69,1,9.53,41.26,3,9.47,41.46
4,9.14,50.69,1,9.01,50.36,5,9.11,50.80,2,9.19,50.45,3,9.12,50.58
4,9.01,59.70,1,9.10,59.46,5,8.99,59.79,2,9.09,59.54,3,9.02,59.60
5,9.21,1:08.91,1,9.05,1:08.51,4,9.11,1:08.90,2,9.07,1:08.61,3,9.13,1:08.73
5,9.10,1:18.01,1,8.97,1:17.48,4,9.08,1:17.98,2,9.05,1:17.66,3,9.01,1:17.74
4,9.35,1:27.36,1,9.07,1:26.55,5,9.92,1:27.90,3,9.62,1:27.28,2,9.33,1:27.07
