Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Mathieu TURCOTTE POSITION,Mathieu TURCOTTE LAP TIME,Mathieu TURCOTTE ELAPSED TIME,Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME,Volodymyr GRYGORIEV POSITION,Volodymyr GRYGORIEV LAP TIME,Volodymyr GRYGORIEV ELAPSED TIME
2,6.882,6.882,1,6.655,6.655,4,7.034,7.034,3,6.917,6.917
2,9.142,16.023,1,9.171,15.825,4,9.306,16.340,3,9.186,16.102
2,8.781,24.804,1,8.648,24.473,3,8.662,25.001,4,8.940,25.042
2,8.936,33.739,1,8.977,33.449,3,8.987,33.988,4,9.017,34.058
2,9.29,43.021,1,9.39,42.832,4,9.14,43.120,3,9.06,43.118
