KOIKE Katsunori POSITION,KOIKE Katsunori LAP TIME,KOIKE Katsunori ELAPSED TIME,SHULGINOV Alexander POSITION,SHULGINOV Alexander LAP TIME,SHULGINOV Alexander ELAPSED TIME,Stephane BARBERA PERALEDA POSITION,Stephane BARBERA PERALEDA LAP TIME,Stephane BARBERA PERALEDA ELAPSED TIME,de ROSE Ethan POSITION,de ROSE Ethan LAP TIME,de ROSE Ethan ELAPSED TIME,LUEDTKE Adrian POSITION,LUEDTKE Adrian LAP TIME,LUEDTKE Adrian ELAPSED TIME
3,13.45,13.45,2,13.35,13.35,5,13.75,13.75,4,13.70,13.70,1,12.94,12.94
3,9.26,22.71,2,9.15,22.50,5,9.86,23.61,4,9.55,23.25,1,9.12,22.06
3,8.81,31.52,2,8.78,31.28,5,9.76,33.37,4,9.34,32.59,1,9.05,31.11
3,8.84,40.36,2,8.94,40.22,5,10.17,43.54,4,9.53,42.12,1,9.00,40.11
3,9.06,49.42,1,9.05,49.27,5,10.75,54.29,4,9.83,51.95,1,9.16,49.27
2,9.18,58.60,1,9.10,58.37,5,11.39,1:05.68,4,10.17,1:02.12,3,9.34,58.61
2,9.36,1:07.96,1,9.51,1:07.88,5,13.08,1:18.76,4,10.50,1:12.62,3,9.52,1:08.13
2,9.61,1:17.57,1,9.60,1:17.48,5,11.88,1:30.64,4,10.83,1:23.45,3,9.78,1:17.91
2,10.09,1:27.66,1,10.01,1:27.49,5,11.91,1:42.55,4,11.03,1:34.48,3,10.22,1:28.13
